Corto Plazo,Casa con Hipoteca,Casa Propia,Monto de prestamo,Valor de credito,Ingreso Anual,Años en trabajo actual,Deuda Mensual,Historial Crediticio,Meses desde la ultima mora,Numero de cuentas abiertas,Nro de problemas crediticios,Balance de credito actual,Maximo monto de credito,Quiebras,Gravamenes fiscales
1,0,0,443344,1130.805251,1375928.88,1,1891.45,28.5,68,5,1,11058,241758,1,0
1,0,0,327822,729,924863,10,6212.05,18.2,34.97417954,4,1,88920,297572,1,0
0,0,0,99999999,643,1216494,10,2189.75,12.1,12,4,0,6745,89716,0,0
0,1,0,214830,732,1203346,5,17047.37,24.5,31,10,0,593028,827310,0,0
0,1,0,32824,1130.805251,1375928.88,4,11878.99,19,38,9,0,18031,257686,0,0
0,1,0,221958,1130.805251,1375928.88,1,15574.87,22.5,34.97417954,16,0,19817,588478,0,0
0,0,0,99999999,679,297274,1,4236.24,21.8,34.97417954,11,0,55347,811272,0,0
0,0,0,44330,748,229691,1,2851.9,21.4,34,5,0,42769,229240,0,0
0,1,0,103950,7370,598519,10,7631.16,19,81,11,0,96159,276958,0,0
0,0,0,65406,7440,885058,10,6158.47,20.8,34.97417954,4,0,232997,344542,0,0
1,1,0,201344,710,811490,3,8885.73,14.3,79,15,0,13300,29106,0,0
0,0,0,261888,698,1357056,10,20468.89,15.2,34.97417954,7,0,209342,579898,0,0
1,0,0,99999999,647,1096433,7,3919.89,17,19,6,0,17993,66946,0,0
0,1,0,627572,748,1636660,10,16775.67,18.9,34.97417954,13,0,538764,2556730,0,0
0,0,0,89012,679,1249079,5,11866.26,10.5,6,10,0,61636,206844,0,0
1,1,0,364628,675,1159152,10,8123.64,20.5,51,7,0,238355,527714,0,0
0,0,0,54912,727,1043442,1,11999.45,11.2,34.97417954,19,0,237025,1097822,0,0
0,0,0,112288,726,911487,7,6980.41,11.2,70,15,0,135242,553366,0,0
0,1,0,43340,736,985454,10,10240.43,15.3,50,5,0,110637,273130,0,0
1,0,0,769538,1130.805251,1375928.88,1,3810.26,10.8,34.97417954,10,0,208753,602800,0,0
0,0,0,86240,706,1489752,3,37119.54,12.5,34.97417954,9,0,554553,698720,0,0
1,1,0,286176,689,1882121,10,29957.3,16.5,34.97417954,21,0,425581,1146002,0,0
0,1,0,107778,710,707484,1,2794.71,12.3,47,3,0,104747,155122,0,0
0,0,1,224312,710,1259206,7,28751.94,15.1,5,10,0,425353,783024,0,0
0,0,0,176308,716,2093553,5,20063.24,10.9,34.97417954,9,0,143336,209286,0,0
0,0,0,97900,720,1127346,5,10991.69,19.1,26,5,0,31578,56518,0,0
0,0,0,99999999,705,664867,1,1933.63,32.6,34.97417954,4,0,64410,335984,0,0
0,0,0,204116,689,556662,10,4504.33,16,33,11,1,90573,315876,0,1
1,0,0,99999999,709,1220256,10,11846.69,14,71,10,0,36157,228800,0,0
0,1,0,87956,1130.805251,1375928.88,1,12590.73,15.3,34.97417954,8,0,141417,572550,0,0
0,0,0,330594,7430,2664788,1,38417.24,14.9,34.97417954,15,0,618165,778030,0,0
0,0,1,44792,714,483550,10,6890.54,17.1,34.97417954,3,0,28709,263780,0,0
0,0,0,108174,1130.805251,1375928.88,1,23976.1,17.1,38,11,0,244188,408584,0,0
0,1,0,44770,746,1022200,7,23084.81,22.4,78,12,1,256652,454410,1,0
0,1,0,519706,708,1776671,1,10452.66,25.8,16,10,1,172083,400884,1,0
1,0,0,298386,661,757948,2,12316.75,14,27,9,1,132221,377102,1,0
1,1,0,99999999,725,1074659,1,21493.18,20,34.97417954,13,0,344223,1200562,0,0
0,0,0,87494,747,282891,9,4573.49,9.8,34.97417954,10,0,64733,225082,0,0
1,1,0,382030,714,1296997,5,14050.88,30.3,15,12,0,496413,27370772,0,0
1,0,0,218812,1130.805251,1375928.88,3,27842.03,10,40,9,0,94715,428384,0,0
1,1,0,329780,1130.805251,1375928.88,8,7957.77,19.1,34.97417954,3,0,123120,145464,0,0
0,1,0,106920,729,615657,7,11928.39,11.9,34.97417954,9,2,41059,66858,0,0
0,1,0,132638,7130,1050016,10,19425.22,28.5,8,7,0,246373,291676,0,0
0,0,0,218394,718,697870,5,8141.88,30.5,34.97417954,9,0,101916,150700,0,0
0,1,0,156442,747,1254513,2,15420.02,28,33,10,0,440325,1303984,0,0
0,0,0,736076,611,1996995,9,26626.6,19.8,30,10,0,412775,504152,0,0
1,0,1,356400,626,1308150,8,34775.13,10.6,30,13,1,227905,356598,1,0
0,0,0,99999999,748,512544,5,1482.19,10.5,34.97417954,4,0,15086,296186,0,0
0,0,0,177826,717,430749,1,5133.04,8.1,34.97417954,5,0,139688,364320,0,0
0,0,0,199716,739,1437407,2,21201.53,17,34.97417954,17,0,362748,643214,0,0
1,0,1,177078,698,546706,10,382.66,16.4,34.97417954,4,0,2964,122540,0,0
0,0,0,324786,1130.805251,1375928.88,2,5217.21,15.3,29,4,0,113297,229372,0,0
1,0,1,99999999,659,1324547,4,13885.58,15.6,34.97417954,7,0,550411,986546,0,0
0,0,0,107932,696,708434,6,9339.45,22.5,34.97417954,4,0,34485,40986,0,0
0,0,1,88836,750,345211,3,1648.44,24,40,4,0,46740,872850,0,0
0,0,0,220088,695,1330532,10,34593.87,17.5,40,9,0,435822,587488,0,0
0,0,1,109560,718,851504,10,27318.77,18.5,48,8,0,138320,319682,0,0
0,1,0,99999999,748,1867966,2,12966.74,26.6,34.97417954,6,0,537681,1066076,0,0
0,1,0,99999999,734,1336194,9,10578.06,27.5,34.97417954,8,1,332557,586080,1,0
0,0,0,207086,723,1645457,10,34143,19.8,10,11,0,232218,321244,0,0
0,0,0,157124,737,775428,4,6455.44,5.9,34.97417954,6,0,79781,238062,0,0
0,0,0,130064,732,711379,10,4321.74,15.5,34.97417954,5,0,130606,186494,0,0
1,1,0,260920,724,1689993,2,12139.86,29.1,27,8,0,711379,965646,0,0
1,1,0,450868,735,2063742,8,36975.52,22.4,34.97417954,10,0,799748,1075492,0,0
0,1,0,314534,1130.805251,1375928.88,2,18669.4,22.8,14,10,1,134862,260678,1,0
0,0,0,99999999,710,2131382,3,11243.06,12.7,20,15,0,127585,727760,0,0
1,0,0,109274,1130.805251,1375928.88,1,7307.59,11,34.97417954,8,0,160436,201036,0,0
0,1,0,134376,732,730436,10,11260.92,25,5,9,0,64239,156904,0,0
1,0,0,99999999,652,1550229,6,2984.33,13.6,43,4,3,70129,188386,2,1
1,0,1,450208,738,4374180,10,44033.45,22.6,34.97417954,14,0,2693554,6900146,0,0
0,0,0,185438,731,1130538,4,21574.5,16.2,22,8,0,62738,113520,0,0
0,0,0,117392,739,920018,10,2269.36,17,34.97417954,6,0,61142,119570,0,0
0,0,0,99999999,742,1478143,10,25374.88,20.4,71,7,0,458698,577940,0,0
0,1,0,138248,738,1194017,10,10427.58,27,19,7,0,101365,2214388,0,0
0,0,0,291434,6930,700188,3,5718.24,6.1,34.97417954,5,0,12882,292600,0,0
0,0,0,108966,718,715217,8,3236.27,9.4,20,4,0,76817,376838,0,0
0,1,0,99999999,748,1946170,3,25624.73,22.5,39,12,0,156959,873752,0,0
0,0,1,155804,748,903450,10,13453.9,27,34,12,0,143260,206052,0,0
0,1,0,112684,715,778544,1,19658.16,9,34.97417954,14,0,301796,761332,0,0
0,0,0,75262,704,705679,1,1869.98,9,75,32,0,47424,96668,0,0
0,1,0,262438,1130.805251,1375928.88,10,22583.78,11.8,31,10,1,55176,104720,1,0
1,1,0,389818,707,1496288,10,10361.84,14.5,15,11,1,121391,1089550,1,0
0,0,0,109824,1130.805251,1375928.88,1,9351.99,22.8,34.97417954,8,0,10431,755040,0,0
0,1,0,183260,1130.805251,1375928.88,6,8098.94,10.9,34.97417954,8,0,130378,259842,0,0
0,0,0,97724,719,731367,10,20295.42,24.6,28,7,0,36537,65186,0,0
0,0,0,112860,708,4641225,3,41384.28,16,32,11,0,0,0,0,0
1,0,1,697884,1130.805251,1375928.88,10,36664.87,33.2,34.97417954,20,0,970653,3121976,0,0
1,1,0,104808,684,3394692,2,33579.08,18.8,13,13,0,341525,633732,0,0
0,0,0,752906,689,1672038,4,9544.46,8.4,34.97417954,4,0,223231,307714,0,0
1,0,0,376200,736,936643,3,13261.24,23.4,34.97417954,12,0,82897,281446,0,0
0,0,0,108702,714,683734,1,18403.97,8,34.97417954,31,0,102296,361108,0,0
0,0,0,178530,710,1888809,10,3006.37,14.5,19,4,0,46702,107074,0,0
0,0,0,175494,1130.805251,1375928.88,2,12506.94,11.4,34.97417954,10,0,123766,300432,0,0
0,0,0,121088,744,380266,10,7003.21,14.2,34.97417954,10,0,181203,290576,0,0
0,0,0,331254,1130.805251,1375928.88,5,20874.54,21.5,13,5,0,95095,192170,0,0
0,1,0,39776,7150,870219,10,11965.44,18.4,62,5,0,438482,545930,0,0
0,1,0,153208,749,1039604,5,2832.9,12.5,34.97417954,7,0,17385,228844,0,0
0,1,0,215534,1130.805251,1375928.88,3,7784.87,19.8,34.97417954,5,0,65664,783948,0,0
0,0,0,502656,743,2597224,1,60385.42,33.3,64,26,0,260566,1416426,0,0
0,0,1,325028,7440,767239,3,5863.02,10,38,11,0,200393,781286,0,0
0,0,0,61424,743,450224,2,3485.36,9.1,34.97417954,6,0,75297,127270,0,0
0,1,0,157212,726,1939520,10,12897.77,31,7,14,0,541785,1016752,0,0
0,0,0,50292,690,772084,8,2412.81,9.6,34.97417954,5,0,54055,151888,0,0
0,1,0,99999999,690,1564859,7,30905.97,20.9,13,10,0,338466,410806,0,0
0,0,0,73898,722,367460,2,4198.43,9.7,34.97417954,7,0,19076,98582,0,0
0,0,0,89408,714,675640,5,11992.61,11.8,34.97417954,12,0,26163,107404,0,0
1,1,0,247060,728,2768015,8,38982.87,15,34.97417954,21,0,471808,2691172,0,0
0,1,0,87384,1130.805251,1375928.88,10,17813.64,33.7,34.97417954,16,1,203205,364782,1,0
0,1,0,32582,732,1819402,9,39117.39,16,37,23,0,119510,483890,0,0
0,0,0,112222,713,1139772,4,7598.48,16.9,71,4,0,25498,62810,0,0
0,0,0,140382,1130.805251,1375928.88,4,4338.46,18,34.97417954,3,0,4997,15356,0,0
0,0,0,199386,749,765320,6,10268.17,22.4,34.97417954,10,0,166250,314534,0,0
0,0,0,174724,1130.805251,1375928.88,6,35690.74,19.8,53,21,0,908542,1175438,0,0
1,1,0,217800,1130.805251,1375928.88,3,3200.17,6,34.97417954,10,0,104576,257114,0,0
0,0,0,99999999,743,1700082,5,24792.91,8.7,72,13,0,190703,1126642,0,0
1,1,0,560890,691,1356334,6,31534.68,16.3,34.97417954,11,0,131081,354618,0,0
0,1,0,193688,748,674671,5,4666.59,17.7,34.97417954,9,0,68666,350306,0,0
0,0,0,99999999,729,344983,1,710.03,15,34.97417954,2,0,24738,59928,0,0
1,1,0,461604,643,2157469,2,14814.68,10.1,15,13,1,265373,469106,1,0
0,0,0,87384,701,339606,1,905.54,9.6,34.97417954,3,0,22876,28402,0,0
1,0,0,283580,660,847742,8,10243.47,27.4,34.97417954,7,1,488186,852588,0,0
0,0,0,99999999,622,622117,1,9487.08,5.8,24,7,0,136401,373362,0,0
0,0,0,99999999,737,765168,2,6083.04,12.8,34.97417954,5,0,152627,281402,0,0
1,1,0,768768,610,2276352,10,7777.46,12.5,55,5,0,115273,129602,0,0
0,0,0,22330,730,963965,9,15118.3,18.4,20,6,0,10241,26818,0,0
0,0,1,111518,7330,577866,1,2927.9,8.5,34.97417954,4,0,10450,17842,0,0
0,1,0,32582,1130.805251,1375928.88,1,6379.06,38.2,34.97417954,11,1,110466,290730,1,0
1,0,0,291500,1130.805251,1375928.88,4,21777.61,15.9,35,11,0,247,145750,0,0
0,1,0,497024,748,1659783,3,7814.89,12.6,34.97417954,17,0,273277,748044,0,0
0,0,0,99999999,716,585618,5,7515.45,14.6,23,11,0,73074,105776,0,0
0,1,0,225170,1130.805251,1375928.88,10,21650.31,25.6,28,5,0,59128,128238,0,0
0,0,0,43340,747,1897758,6,17949.68,20.2,45,12,0,443175,1332848,0,0
0,0,0,132968,745,1531248,7,12288.25,15.8,31,6,0,250743,456478,0,0
1,0,0,179894,691,512677,10,6310.28,18.6,22,3,0,106609,202378,0,0
0,0,0,179828,725,970710,1,22083.7,19.1,3,12,0,314773,501358,0,0
0,0,0,379720,1130.805251,1375928.88,3,13831.05,12.8,34.97417954,7,0,74138,165396,0,0
1,1,0,761992,1130.805251,1375928.88,2,14482.56,15,34.97417954,5,0,861498,1062358,0,0
0,0,0,130988,751,905065,1,11501.84,15.4,34.97417954,9,0,65892,498718,0,0
0,0,0,235906,727,660288,2,16781.94,10.7,34.97417954,11,0,100757,120164,0,0
0,0,1,321332,733,1021402,8,5566.62,14.5,29,7,0,760,62172,0,0
0,0,0,558866,1130.805251,1375928.88,5,17462.14,17.8,34.97417954,16,0,331930,1838914,0,0
0,0,0,86570,722,2329039,10,8306.99,19.8,23,6,0,222984,411114,0,0
0,0,0,137786,6450,863645,6,11443.13,10.3,34.97417954,6,0,36290,102234,0,0
0,0,1,111210,1130.805251,1375928.88,2,2018.37,11.7,34.97417954,2,0,30286,51128,0,0
0,0,0,120318,733,1057939,10,14811.07,24.4,34.97417954,6,0,682081,841984,0,0
0,0,0,80740,736,387372,7,6875.91,10.8,34.97417954,15,0,97470,143044,0,0
0,0,0,52888,751,761368,10,6376.4,24.2,34.97417954,6,0,190874,751740,0,0
0,1,0,130108,721,2097562,2,27093.62,15.7,34.97417954,10,0,337155,466400,0,0
1,1,0,289916,728,963015,3,8667.23,13,34.97417954,10,0,63688,752554,0,0
0,1,0,353936,715,2579117,10,35247.85,17.1,17,11,1,128554,243210,0,1
1,0,0,220110,743,1695921,10,2430.86,18.7,27,7,0,67108,747230,0,0
0,1,0,179806,1130.805251,1375928.88,3,51042.93,23,34.97417954,11,0,1164339,1375682,0,0
1,1,0,525998,6470,1408527,2,9319.69,17.5,21,12,0,174135,700062,0,0
1,0,0,359656,659,788120,1,5175.22,12.3,68,10,0,195301,399542,0,0
0,0,1,105512,1130.805251,1375928.88,1,8216.17,6.6,34.97417954,6,0,56069,169488,0,0
0,0,0,129316,705,1023796,2,17233.76,9.2,34.97417954,18,0,124887,333938,0,0
0,0,1,184074,750,2805255,10,11267.76,35.2,34.97417954,9,0,13927,206822,0,0
0,1,0,194370,714,991952,10,11242.11,21,32,6,0,168017,448272,0,0
0,1,0,613360,1130.805251,1375928.88,10,38467.21,12.9,47,17,0,758404,2480632,0,0
0,0,0,439032,746,1399882,1,12482.24,27.4,34.97417954,13,0,275994,609862,0,0
0,1,0,112068,741,1664552,7,20113.4,21,34.97417954,9,0,426379,535480,0,0
0,0,0,66990,1130.805251,1375928.88,4,364.42,9.3,34.97417954,5,0,16929,206360,0,0
0,0,0,176836,661,1011826,10,13406.78,17.9,34.97417954,11,0,278502,506242,0,0
0,0,0,516010,720,1485496,1,11970.76,16.4,32,15,0,4712,496474,0,0
0,0,1,322014,1130.805251,1375928.88,8,1433.74,14.5,34.97417954,4,0,68210,840202,0,0
0,1,0,223300,738,867825,6,15982.42,28.9,34.97417954,7,0,323494,546810,0,0
0,1,0,70466,750,848084,3,16848.63,17.9,34.97417954,8,0,237671,494076,0,0
0,1,0,99999999,693,5594303,1,62003.65,18.7,40,11,0,4674,540540,0,0
0,0,0,53724,749,1836597,4,16896.7,26.8,34.97417954,8,0,613776,1010922,0,0
0,0,0,91168,1130.805251,1375928.88,3,11459.28,11.7,34.97417954,5,0,74955,210650,0,0
0,0,0,44814,699,2516189,1,1614.62,9.5,34.97417954,2,0,14725,17930,0,0
0,1,0,108526,743,1312045,7,7380.17,19,56,10,1,71953,108504,0,0
0,0,0,257708,676,1446736,3,26161.67,25,34.97417954,10,1,161291,286000,1,0
0,0,0,261844,6470,1206025,3,20502.52,17.6,19,6,1,61541,181324,1,0
0,1,0,90992,740,898054,1,3330.32,10.3,34.97417954,6,0,0,0,0,0
0,1,0,32670,1130.805251,1375928.88,6,27745.7,12.9,63,8,0,87761,222376,0,0
0,1,0,153670,682,701461,10,10521.82,17,34.97417954,8,0,148770,180004,0,0
0,0,0,38742,711,808811,4,12064.81,17.8,19,9,0,88388,111980,0,0
0,0,1,111914,744,927770,7,20797.59,24.7,34.97417954,10,0,74100,190256,0,0
0,0,0,116578,703,899137,2,21654.3,6.4,34.97417954,8,0,246924,346984,0,0
0,0,0,22396,703,1992625,9,48819.17,10.9,34.97417954,9,0,685615,821810,0,0
0,0,0,44176,748,1144674,5,20127.27,16.6,15,5,0,116280,221078,0,0
0,1,0,99999999,724,2837232,10,49604.25,23.5,62,11,0,607050,779284,0,0
1,0,0,751058,733,2186843,1,11134.76,10,34.97417954,6,0,451516,1037300,0,0
1,0,0,749738,730,1371059,10,33773.45,21.2,34.97417954,19,0,177897,1125630,0,0
0,1,0,434940,735,2328906,5,3124.74,16.4,34.97417954,4,0,51775,0,0,0
0,0,0,166100,7070,669465,6,12552.35,22.5,34.97417954,22,0,196479,806740,0,0
0,0,0,224642,1130.805251,1375928.88,5,16523.16,39.4,54,8,0,19171,33682,0,0
0,0,0,123992,1130.805251,1375928.88,7,9613.05,9,34.97417954,6,0,38361,135388,0,0
1,1,0,247962,7240,2238751,10,40111.09,27.8,34.97417954,14,0,744382,1517450,0,0
0,0,0,33088,720,723805,3,9234.57,11.2,4,4,0,1064,137214,0,0
0,0,0,99999999,745,2278632,4,8601.87,5,34.97417954,6,0,117971,336468,0,0
0,0,1,99999999,693,371640,8,3344.76,11.4,34.97417954,5,0,94012,193688,0,0
1,0,0,459052,1130.805251,1375928.88,10,10300.85,18.5,34.97417954,3,0,110029,311476,0,0
0,0,0,55176,745,1010021,6,12196.1,23,62,8,1,212629,604934,1,0
1,1,0,760078,689,2156823,10,15960.38,20,21,9,0,13129,800074,0,0
0,1,0,167376,718,828761,10,13121.97,15.8,34.97417954,8,0,205523,379522,0,0
1,1,0,771782,651,1674850,8,37823.68,15.9,34.97417954,11,1,207898,349360,1,0
0,0,0,92620,724,775200,10,15116.4,12.7,34.97417954,9,0,89300,180774,0,0
1,0,0,447436,605,2898165,1,50959.33,17.2,15,10,0,423757,528154,0,0
0,0,0,80762,706,1162572,2,19666.9,10.4,34.97417954,9,0,209247,280412,0,0
0,0,0,85976,682,928055,10,2954.31,13.3,34.97417954,7,0,70984,301026,0,0
0,1,0,60060,729,2519400,9,54167.1,21.4,14,9,0,143564,205986,0,0
0,0,0,487872,747,3830400,7,30675.12,31.6,34,14,0,70642,736802,0,0
0,0,0,304876,715,692170,2,13266.75,13.1,34.97417954,11,0,135812,268818,0,0
0,1,0,77858,730,1027235,10,11556.37,18,34.97417954,6,0,11628,43318,0,0
0,0,0,99999999,704,834803,6,19618.07,15.8,34.97417954,13,0,247798,442794,0,0
0,0,0,22286,721,1039547,4,23476.4,21.6,34.97417954,12,1,199994,470690,1,0
0,1,0,637032,718,1312672,10,16736.53,14.5,34.97417954,9,0,379373,650804,0,0
0,1,0,562936,719,4667160,10,7273.01,30.5,3,4,1,50996,143990,0,1
1,1,0,776402,1130.805251,1375928.88,10,5977.21,16.3,34.97417954,9,0,465633,13824316,0,0
1,1,0,438856,733,1137036,10,5325.13,38.2,8,12,0,201780,654456,0,0
0,1,0,99999999,751,1927740,10,15357.7,18.1,4,21,0,1623113,23202454,0,0
0,1,0,43890,749,1326808,1,6269.24,33.5,34.97417954,19,0,92625,957638,0,0
0,1,0,33110,7510,1239446,10,23962.61,34.5,34.97417954,18,0,1218432,5056678,0,0
0,1,0,49324,697,1355403,6,12763.44,14.7,30,8,0,59793,100914,0,0
1,1,0,448492,680,1510595,5,16238.92,13.9,8,6,0,47310,161590,0,0
0,0,0,43032,7290,928986,4,9289.86,21.4,34.97417954,8,0,44365,53790,0,0
0,0,0,72578,1130.805251,1375928.88,3,8463.55,18.1,29,7,0,950,221628,0,0
0,1,0,96976,722,695666,1,18608.79,19.9,49,11,0,258096,503954,0,0
0,1,0,130482,748,2525822,9,51358.33,18.3,34.97417954,16,0,442795,1107348,0,0
0,0,1,99999999,742,13322610,3,3108.59,24.5,34.97417954,4,0,266741,2206094,0,0
0,0,0,150436,742,742368,5,92.72,17,34.97417954,3,1,95,107448,1,0
0,0,0,89980,1130.805251,1375928.88,1,11487.59,15.5,34.97417954,5,1,23978,51700,1,0
0,0,0,98274,650,1508752,3,25397.3,8.3,40,11,1,77330,172524,0,0
0,1,0,99999999,688,1022504,3,20194.53,17.4,16,9,1,201020,303864,1,0
0,0,0,48664,1130.805251,1375928.88,2,7688.92,22,0,9,0,387486,723646,0.115540473,0
0,0,0,99999999,743,1167930,4,12652.67,25.5,34.97417954,3,0,37563,87890,0,0
0,1,0,441342,1130.805251,1375928.88,3,15751.76,13,34.97417954,12,0,89262,480722,0,0
1,1,0,540276,722,1934713,1,6836.01,12,34.97417954,16,0,22838,629596,0,0
0,0,1,78452,724,941070,5,22507.21,22.4,38,13,0,43738,267960,0,0
0,0,0,76692,733,781109,9,13474.04,9.9,41,5,0,50616,61380,0,0
0,1,0,150260,741,574693,1,8285.14,26.9,34.97417954,14,0,330828,1088274,0,0
1,0,0,532180,1130.805251,1375928.88,10,20442.67,13.2,27,7,0,181298,375540,0,0
0,0,0,99999999,711,574902,1,5461.55,12.5,41,3,0,0,0,0,0
1,0,1,133496,7320,883804,5,12314.28,16.1,34.97417954,4,0,244283,384824,0,0
0,0,0,111474,740,1732743,10,19782.23,15.5,34.97417954,14,0,39748,1046232,0,0
0,0,0,99999999,690,1003504,10,15052.75,19.1,45,11,1,153140,283690,1,0
0,1,0,108130,735,2054470,10,48622.33,29.9,34.97417954,12,0,949734,1269840,0,0
0,0,0,107448,692,668059,1,4804.53,17.4,34.97417954,4,0,131404,242660,0,0
0,1,0,142208,726,2078296,2,32906.48,31.6,22,15,2,97185,279928,1,0
0,0,1,51766,749,1490056,10,26448.57,16,34.97417954,12,0,143545,738716,0,0
0,0,0,223938,665,1160406,1,2668.93,7.8,41,3,0,103797,201652,0,0
0,0,0,67166,742,1314743,10,21693.25,21,25,7,0,192888,337876,0,0
1,0,0,404800,1130.805251,1375928.88,4,11740.48,23.7,34.97417954,7,0,54093,244662,0,0
0,1,0,99999999,739,1926790,5,10308.26,13,41,8,0,96463,283470,0,0
0,0,1,99999999,745,683449,2,11726.99,12.9,64,8,0,55385,271722,0,0
0,0,0,134706,745,2035907,10,17644.54,19.1,34.97417954,7,0,202920,533984,0,0
0,0,1,108746,1130.805251,1375928.88,9,12348.86,13.8,65,7,0,224485,515702,0,0
0,1,0,99999999,748,1088453,3,3900.13,17.6,45,11,0,20235,418286,0,0
0,0,0,267740,745,3275866,3,18481.3,19.4,34.97417954,10,0,533140,960058,0,0
0,1,0,407418,678,982376,10,26032.85,15.4,34.97417954,14,0,248064,435204,0,0
0,0,0,244002,667,842935,7,11309.37,8.5,34.97417954,6,0,135774,219560,0,0
0,1,0,21648,7180,691752,1,7378.84,32.7,12,12,0,453150,973478,0,0
0,1,0,77176,736,1618629,10,7229.88,28.6,2,6,0,221217,560472,0,0
0,0,0,108988,740,790571,3,8696.3,8.5,34.97417954,9,0,31882,174174,0,0
0,0,1,99999999,708,768740,1,17168.4,14.4,34.97417954,19,0,406885,651662,0,0
0,0,0,88946,1130.805251,1375928.88,4,20.71,12.5,41,4,0,19,0,0,0
0,0,1,99999999,721,689567,2,16262.29,12,34.97417954,11,0,156332,454784,0,0
1,0,0,274208,7050,1052505,10,4245.17,12.5,34.97417954,8,0,153026,222332,0,0
0,1,0,221584,746,1661208,1,18411.76,26.5,34.97417954,12,0,752058,1603690,0,0
0,1,0,538340,739,2417674,7,45532.93,19.5,34.97417954,12,0,1061739,1973334,0,0
1,0,1,287628,675,695894,3,15831.75,5.8,34.97417954,10,0,202103,615824,0,0
0,1,0,79222,719,1389413,10,14472.87,20.4,34.97417954,7,0,64106,95150,0,0
1,0,0,354750,662,1531856,10,20424.81,18.5,20,9,0,149834,212872,0,0
