Corto Plazo,Casa con Hipoteca,Casa Propia,Monto de prestamo,Valor de credito,Ingreso Anual,Años en trabajo actual,Deuda Mensual,Historial Crediticio,Meses desde la ultima mora,Numero de cuentas abiertas,Nro de problemas crediticios,Balance de credito actual,Maximo monto de credito,Quiebras,Gravamenes fiscales
0,0,1,172788,750,1212523,10,15358.65,19,34.97417954,9,0,166212,1225818,0,0
0,0,0,43978,701,379810,4,2373.86,11.6,10,2,0,42332,79178,0,0
0,0,1,88044,1130.805251,1375928.88,1,9378.02,11.8,34.97417954,10,0,54169,323356,0,0
1,0,0,215160,638,743280,6,11458.9,13.3,33,8,1,163628,404844,1,0
0,0,0,110374,724,1258142,10,24376.43,19.5,31,5,0,8892,11044,0,0
0,0,0,750904,689,1862323,1,16295.54,17.5,33,7,1,108395,220968,1,0
0,1,0,138688,683,1358158,1,21504.01,10.6,3,7,0,18392,72182,0,0
0,1,0,425920,679,836019,10,17138.38,13.1,32,11,0,94544,675774,0,0
1,1,0,291830,1130.805251,1375928.88,10,6926.26,13.5,5,11,0,170829,242110,0,0
0,1,0,104500,1130.805251,1375928.88,4,16295.54,15,20,14,0,72827,106744,0,0
0,0,0,121858,725,657761,1,7070.85,12.6,34.97417954,8,0,81130,165374,0,0
1,0,0,482944,650,1421865,2,19313.69,11,71,7,0,62624,120648,0,0
0,0,0,44682,708,911487,3,28104.23,9,34.97417954,11,0,233206,583198,0,0
1,1,0,775016,1130.805251,1375928.88,4,33830.07,17.3,34.97417954,13,0,91447,581812,0,0
1,1,0,99999999,744,940120,6,376.01,34,34.97417954,6,0,10412,524392,0,0
0,1,0,267872,747,894558,1,8870.91,14,34.97417954,10,0,104747,383812,0,0
1,0,0,387640,652,930715,10,15977.48,14.1,62,12,0,146110,235290,0,0
1,0,1,228646,717,1993461,10,22592.52,18.5,34.97417954,8,1,23769,130460,1,0
0,0,0,97834,1130.805251,1375928.88,1,6246.63,5.5,34.97417954,7,0,84284,235686,0,0
1,0,0,339218,6450,1077376,2,10863.44,11.4,34.97417954,15,0,79914,286484,0,0
0,1,0,214632,708,1668276,8,15153.45,17.6,43,11,1,310023,409772,1,0
1,1,0,658174,681,1356866,10,14360.01,25.9,40,5,0,134482,291610,0,0
0,1,0,22022,716,1778628,7,20157.86,16,34.97417954,7,0,235049,249018,0,0
0,0,0,646734,1130.805251,1375928.88,6,18372.81,15,4,10,0,55100,314226,0,0
0,0,0,87428,735,641858,6,17972.29,19.2,34.97417954,9,0,122607,207570,0,0
1,0,0,385308,1130.805251,1375928.88,6,6914.86,13,18,21,0,48944,57244,0,0
1,1,0,753368,611,2044856,10,31695.23,29.6,34.97417954,8,0,529131,714934,0,0
0,0,0,660198,691,1748532,10,27976.36,17,34.97417954,17,1,26695,1236774,1,0
1,1,0,550660,6690,1978375,1,12875.92,25.2,34.97417954,14,0,217493,1155176,0,0
0,1,0,109318,1130.805251,1375928.88,4,17005,21.9,34,16,0,333146,683936,0,0
0,0,0,21516,686,1040915,10,23247.07,14.1,56,14,0,262732,559218,0,0
0,0,0,43186,660,1025468,1,4511.93,13,34.97417954,4,0,150157,215996,0,0
0,1,0,43780,728,661618,4,755.44,6.8,34.97417954,4,0,9234,148346,0,0
1,1,0,324654,600,9346100,10,77884.23,30.4,18,10,1,182115,224818,0,1
0,0,1,69762,745,180728,2,3031.64,13.5,34.97417954,3,0,13129,165132,0,0
1,0,0,529562,6110,1345162,6,6479.19,10.5,14,13,0,308940,730048,0,0
0,1,0,443080,1130.805251,1375928.88,7,20520.19,15.4,34.97417954,11,0,232826,450076,0,0
0,0,0,133760,1130.805251,1375928.88,10,22395.68,26.1,79,7,0,55138,114840,0,0
0,0,0,781088,656,2775406,10,36542.7,23.9,34.97417954,5,0,1246267,1541716,0,0
0,0,0,99999999,746,841415,1,2916.88,22,34.97417954,15,0,110637,1362812,0,0
1,1,0,97526,6870,1394277,2,36715.6,17,18,17,0,675317,948948,0,0
1,1,0,216326,679,840731,5,4539.86,25.3,34.97417954,11,1,114608,512314,1,0
0,0,0,75460,738,744876,1,11297.4,19.7,34,4,1,118826,206888,1,0
0,0,0,99999999,705,946580,2,7533.31,22.6,34.97417954,13,2,67146,271854,2,0
0,0,0,87186,716,320036,2,1354.89,9.9,34.97417954,5,0,35568,52316,0,0
0,0,0,532576,716,1154706,1,0,11.9,34.97417954,1,0,0,0,0,0
0,0,0,33770,1130.805251,1375928.88,7,8131.81,10.7,34.97417954,5,0,40622,153230,0,0
0,0,0,53856,634,1054823,2,13624.9,7,34.97417954,6,0,29393,153340,0,0
0,1,0,200200,724,1575290,2,37281.99,14.5,47,10,0,263207,380490,0,0
0,1,0,443168,1130.805251,1375928.88,6,10100.4,22.4,30,8,1,426398,525250,1,0
0,1,0,140844,725,1362319,3,22705.38,21.5,45,7,0,359081,509542,0,0
0,1,0,94600,705,2431772,2,69913.16,18.4,34.97417954,11,0,3659001,6087290,0,0
1,1,0,99999999,610,8272220,9,100645.28,25.8,34.97417954,19,0,927713,1382480,0,0
1,0,0,299530,649,816905,10,12525.94,25,34.97417954,11,0,130131,581724,0,0
0,0,0,543026,707,1116630,9,24472.76,11,25,23,0,313614,669966,0,0
0,0,0,130790,7330,1882520,4,30590.95,7.4,34.97417954,10,0,117002,281050,0,0
1,0,1,533060,707,1534592,4,35934.89,39,6,21,0,80408,159984,0,0
0,1,0,22242,747,1632936,10,9892.92,25,37,7,0,109307,588698,0,0
0,0,0,53174,710,382660,10,4081.58,11.9,34.97417954,9,0,110770,254980,0,0
1,0,0,380270,6540,1026304,9,18729.82,10.6,34.97417954,10,0,98363,527252,0,0
0,0,1,99999999,749,1234506,10,9515.96,17.9,34.97417954,16,0,368467,1904694,0,0
0,0,0,109252,735,849186,10,13303.99,13,35,13,0,148200,306416,0,0
0,0,0,110638,722,879073,2,5794.62,15.7,37,5,2,27037,55330,0,1
0,0,0,110374,712,610071,7,10676.1,9.5,34.97417954,6,0,43510,333608,0,0
0,0,0,22132,685,860054,3,6901.94,7,34.97417954,5,0,20482,44264,0,0
0,0,1,444400,6680,4241826,2,33969.91,7.4,6,11,2,55385,227370,0,2
0,0,1,134464,1130.805251,1375928.88,1,26965.75,8.3,30,10,0,86298,167926,0,0
0,0,0,313258,662,861061,8,2504.2,8,34.97417954,7,0,93974,392854,0,0
0,1,0,109692,1130.805251,1375928.88,5,10507.57,15,64,5,1,8854,83292,0,0
0,0,0,99999999,736,2458391,3,11185.68,8,30,5,0,177897,302016,0,0
0,1,0,154506,739,606651,10,11172.38,20,45,10,0,225169,648560,0,0
0,1,0,111650,751,501353,3,10737.47,20,34.97417954,7,0,39444,713790,0,0
0,1,0,99999999,681,3070989,5,80101.53,22.1,29,20,0,1947291,2570986,0,0
0,0,0,242990,731,756200,1,5539.26,10,34.97417954,3,0,80180,118272,0,0
0,0,0,99999999,691,1748532,10,27976.36,17,34.97417954,17,1,26695,1236774,1,0
1,1,0,516912,1130.805251,1375928.88,10,20820.58,22.3,29,12,0,184946,392238,0,0
1,0,1,99999999,649,1679581,5,27853.05,22.5,34.97417954,6,0,286862,337216,0,0
0,1,0,93170,743,1915960,1,46781.42,22.7,34.97417954,7,0,434131,521444,0,0
0,0,0,99999999,736,2152890,10,14585.92,16.4,43,8,0,371754,652212,0,0
0,0,0,197670,1130.805251,1375928.88,5,7399.93,10,27,8,0,26562,35134,0,0
0,0,0,446732,1130.805251,1375928.88,9,36652.33,13.9,50,13,0,741475,1143208,0,0
0,0,0,258764,702,893950,2,13036.66,9.1,34.97417954,5,0,202103,239272,0,0
0,0,0,180092,712,419957,3,5774.48,7.9,34.97417954,5,0,84816,123838,0,0
0,0,1,64592,693,836703,6,17989.2,17.6,10,14,0,121524,161546,0,0
0,1,0,99999999,744,933166,10,13997.49,12,36,21,0,126597,570394,0,0
0,0,0,21758,1130.805251,1375928.88,10,25308,19.2,18,18,0,241851,833426,0,0
0,1,0,110484,724,763192,4,3338.87,15.7,56,3,0,15903,88484,0,0
0,1,0,223322,739,1793676,3,18983.09,20.5,63,8,0,148333,486574,0,0
0,0,0,53592,737,867654,3,14967.06,13.9,16,9,0,10849,279312,0,0
1,1,0,432696,609,3082959,1,55750.18,15,46,14,0,203585,277002,0,0
1,1,0,788876,723,2257998,8,19757.53,17.4,6,12,0,768189,946264,0,0
0,0,0,317636,1130.805251,1375928.88,5,23587.36,9,60,9,0,190361,313984,0,0
1,0,0,277266,6940,843733,4,22077.43,21.6,45,10,1,152741,267146,1,0
0,1,0,85954,713,2226876,6,16386.17,14,9,12,0,175104,389158,0,0
0,0,1,66308,687,839933,7,1567.88,9.1,15,4,0,59413,219076,0,0
0,0,1,305756,740,1112811,7,20030.75,26.5,34.97417954,8,2,119567,305602,0,1
0,0,0,442024,738,916199,2,2313.44,12.4,73,16,0,88521,316382,0,0
1,0,0,177254,607,1738386,1,12690.29,11.7,34.97417954,6,0,38665,53680,0,0
0,1,0,107998,686,821085,1,8758.24,22.5,34.97417954,13,1,10982,83138,1,0
0,0,0,89298,691,674842,1,14115.29,7,34.97417954,10,0,107236,203236,0,0
0,1,0,194128,720,1024328,6,8117.75,15.2,39,11,0,59964,277750,0,0
0,0,0,99999999,709,1073899,10,13692.16,13,34.97417954,13,0,148200,470140,0,0
1,0,0,336380,692,968335,1,9360.54,13,18,7,0,36081,112002,0,0
0,0,0,99999999,706,665475,4,2035.09,10.5,48,8,0,19000,35244,0,0
1,1,0,763620,647,3297412,1,31874.97,35.3,37,13,4,100472,320474,0,4
1,1,0,714560,1130.805251,1375928.88,5,13885.2,10.8,34.97417954,5,0,0,0,0,0
0,1,0,112420,723,2329932,10,15552.26,9.7,34.97417954,6,0,144286,287540,0,0
1,1,0,52602,637,757036,5,5166.86,15.1,38,6,0,23085,50446,0,0
0,0,0,70466,744,608551,1,2510.28,34,12,10,0,18924,995896,0,0
0,0,0,445632,745,2886480,3,6229.91,33.8,34.97417954,4,0,245005,772992,0,0
0,0,0,260700,701,1313375,10,23202.99,25.4,67,11,1,151088,312972,1,0
0,0,0,50138,708,1120107,10,33136.38,22.3,29,9,0,44479,113454,0,0
0,0,0,107866,738,722893,5,11204.87,12.9,49,16,1,67963,349756,0,1
0,0,0,464002,640,1037172,10,24805.45,12.6,34.97417954,9,1,137180,216128,1,0
0,0,0,132110,720,798646,10,11380.62,24.4,46,8,0,93670,306372,0,0
0,0,0,25806,685,742976,8,6377.16,7.1,35,5,0,8189,47432,0,0
0,0,1,104324,718,521265,10,5951.18,17.6,34.97417954,10,1,2375,552090,1,0
0,1,0,112574,700,894444,7,20945.22,12.2,40,9,0,444847,621346,0,0
0,0,0,109626,7150,549119,8,10845.2,9.3,34.97417954,9,0,208316,363814,0,0
0,1,0,370898,1130.805251,1375928.88,10,9961.32,24.9,24,12,0,285380,1214884,0,0
1,1,0,245916,720,1814937,10,31912.59,19.8,34.97417954,8,0,288762,422708,0,0
0,1,0,118206,746,718390,10,17378.92,29.8,34.97417954,22,0,502151,1642498,0,0
0,0,1,91740,660,474392,10,12096.73,12.5,34.97417954,14,1,88084,324808,0,0
0,1,0,131934,690,2126936,10,21801.17,30.4,34.97417954,9,1,252358,323246,1,0
0,1,0,235334,718,1109486,4,29124.15,15.9,43,8,0,77824,170654,0,0
0,0,0,760232,742,4314501,7,17509.83,9.8,34.97417954,7,0,288097,1596100,0,0
0,0,0,397078,1130.805251,1375928.88,10,11278.4,13.3,34.97417954,8,1,1558,37686,1,0
0,1,0,159104,747,1477535,1,1144.94,14,34.97417954,4,0,35511,1869186,0,0
0,1,0,99999999,750,2303940,5,11039.76,13.6,34.97417954,6,0,87666,567050,0,0
1,1,0,281006,733,1736087,10,31538.67,23.7,18,12,0,1017830,2170432,0,0
0,0,1,39424,741,671460,10,17849.55,20,34.97417954,11,0,294044,504394,0,0
0,0,0,69960,7160,915686,10,19992.75,14.5,45,23,0,177517,638330,0,0
0,1,0,33528,738,1138708,3,10722.84,12.4,34.97417954,8,0,89395,314622,0,0
0,1,0,99999999,724,1708746,10,22640.97,27.4,44,29,1,209285,530244,1,0
0,1,0,34870,732,658692,10,10099.83,24,34.97417954,9,0,141664,228778,0,0
1,0,0,214500,633,1736676,7,16064.31,23,32,18,0,833378,1451054,0,0
0,0,0,21648,729,1122216,10,23847.09,12.5,34.97417954,10,0,288762,534974,0,0
0,0,0,213224,708,463847,5,2748.35,9.3,34.97417954,6,0,56107,90222,0,0
0,0,0,52426,718,471732,2,9552.44,9.2,34.97417954,4,0,79287,100540,0,0
0,0,0,64856,658,541367,1,6401.67,8.3,34.97417954,3,0,67089,77836,0,0
0,1,0,65406,697,941450,6,13415.71,13.9,7,11,0,144514,1045814,0,0
0,0,0,209352,1130.805251,1375928.88,10,15871.46,9.5,34.97417954,8,0,208259,313984,0,0
0,1,0,168828,1130.805251,1375928.88,3,9287.77,41,5,6,0,36518,259336,0,0
0,0,0,265826,1130.805251,1375928.88,10,27173.42,19.7,34.97417954,10,0,571083,1713074,0,0
1,0,0,436876,1130.805251,1375928.88,10,17827.51,9.7,34.97417954,14,0,275652,581394,0,0
1,0,0,320848,702,1443240,2,7733.38,10.5,34.97417954,8,0,130093,780428,0,0
0,0,0,99999999,732,752248,3,10155.31,6,34.97417954,8,0,83600,200398,0,0
0,0,0,216150,683,595061,4,16463.5,22.7,7,14,1,82308,231330,1,0
0,1,0,66902,706,800755,2,13079.22,15.8,34.97417954,10,0,243504,412808,0,0
0,0,0,108416,1130.805251,1375928.88,1,10112.18,12.8,34.97417954,9,0,65360,145266,0,0
0,0,1,240372,1130.805251,1375928.88,10,25358.73,10.5,34.97417954,16,1,437285,710116,1,0
0,0,1,130438,1130.805251,1375928.88,5,8974.84,12.5,34.97417954,7,0,148922,272866,0,0
0,0,1,201498,722,1938950,3,12506.18,21.2,39,7,1,36062,181566,1,0
1,0,0,99999999,664,2386172,1,20481.24,9,38,7,0,48032,611116,0,0
0,0,0,29876,7280,467305,1,1479.72,15.9,24,3,0,42028,408848,0,0
0,0,0,98494,7390,737219,2,8809.73,10.8,34.97417954,5,0,49001,82236,0,0
0,0,0,300344,1130.805251,1375928.88,10,3074.96,20.2,28,4,0,30343,74272,0,0
0,0,0,172854,731,1492792,1,22889.49,20.5,24,8,0,11134,17292,0,0
0,0,0,112662,702,583794,10,11967.72,12.7,34.97417954,7,0,38038,90090,0,0
0,0,1,99999999,748,463030,1,5710.64,41.5,34.97417954,7,0,5168,855272,0,0
0,0,1,71236,1130.805251,1375928.88,9,18976.25,26,34.97417954,10,0,262732,529980,0,0
1,0,0,103246,1130.805251,1375928.88,10,3714.88,11,34.97417954,4,0,127243,221562,0,0
0,0,0,448976,716,1163256,6,22276.36,28.3,12,9,0,121638,152592,0,0
0,1,0,77880,706,1120962,10,17374.93,14.8,50,14,0,137617,226996,0,0
0,1,0,111738,718,771932,10,14345,18.9,16,8,0,302024,531454,0,0
0,0,0,222354,746,1238610,5,10631.45,16.6,34.97417954,6,0,285741,570460,0,0
1,1,0,215534,636,837653,1,12843.81,11.6,74,19,0,58463,604472,0,0
0,1,0,85844,716,1149025,10,35428.16,15.1,41,11,0,236930,373274,0,0
1,0,0,572528,6370,1077794,8,2568.8,12.2,18,7,0,68115,361768,0,0
1,1,0,234740,1130.805251,1375928.88,2,24681.76,19,34.97417954,17,0,407094,822624,0,0
0,0,1,22396,739,278616,2,5474.66,15.8,34.97417954,5,0,147041,228536,0,0
0,0,0,220176,744,912722,7,3940.03,11.8,34.97417954,11,0,130112,530508,0,0
1,0,0,243276,681,1146042,4,5138.17,22.5,34.97417954,8,0,224238,433466,0,0
0,1,0,99999999,728,946960,5,2288.36,21.6,14,8,0,189202,289410,0,0
0,0,0,111672,682,1253772,8,14209.53,13.8,51,12,0,125875,403766,0,0
0,1,0,210144,723,1890500,3,28042.29,22.2,34.97417954,9,1,105621,161986,1,0
0,0,0,131164,7430,622991,4,10139.16,10.4,34.97417954,9,0,98515,251218,0,0
0,1,0,226138,724,4668034,10,54071.53,19.5,34.97417954,10,0,5375803,6443712,0,0
0,1,0,132154,1130.805251,1375928.88,10,24682.14,29.5,16,21,0,299098,445148,0,0
0,0,0,193468,705,582882,5,2331.49,12.9,34.97417954,6,0,60401,121440,0,0
1,0,0,99999999,741,1352971,2,16010.16,10.9,34.97417954,7,0,47006,331848,0,0
0,0,0,32186,648,741076,4,12166.08,6.8,38,7,0,25232,107404,0,0
1,1,0,99999999,721,2020460,1,2323.51,12.1,30,5,0,24605,182556,0,0
0,0,0,109516,6490,529606,1,9003.34,26.2,34.97417954,14,0,65379,116116,0,0
0,0,0,181742,663,2242380,4,26161.1,15,34.97417954,23,0,782800,1697388,0,0
0,0,0,99999999,725,776416,2,3105.55,16.8,50,7,0,53523,309848,0,0
1,0,0,198220,716,2282508,3,14417.77,16.6,20,11,0,180823,380688,0,0
1,1,0,151206,696,783560,6,6529.73,15.4,74,7,0,164274,317526,0,0
1,0,0,223652,637,582369,2,10434.04,8.1,34.97417954,6,0,205713,253924,0,0
0,1,0,203940,739,1277446,6,19704.71,16.4,34.97417954,11,1,192527,653730,1,0
0,0,0,111892,1130.805251,1375928.88,10,28467.51,18.7,26,9,0,221046,335874,0,0
0,0,0,99999999,740,1331197,5,15530.79,11.5,35,17,0,313481,456016,0,0
0,0,0,99999999,723,1648440,9,13132.61,24.6,46,10,0,227031,534336,0,0
0,0,0,28578,742,938923,1,11697.54,17,46,8,0,2679,77660,0,0
0,0,0,66528,704,670263,5,6981.74,6.8,34.97417954,10,0,46835,86504,0,0
0,0,0,99999999,688,1056704,1,7898.87,21.4,34.97417954,11,0,256196,520454,0,0
0,0,0,139502,1130.805251,1375928.88,3,13661.57,21.5,17,8,0,51110,84788,0,0
0,0,0,44616,748,672011,3,12096.16,14.9,34.97417954,12,0,68761,220506,0,0
0,1,0,359876,718,961571,10,24199.35,16.6,37,15,0,305900,587378,0,0
0,1,0,222574,714,1441682,9,5514.56,17.5,34.97417954,16,1,122968,271722,1,0
0,0,0,95260,1130.805251,1375928.88,1,7148.18,10.5,34.97417954,9,0,80465,142472,0,0
1,1,0,408012,732,704748,4,6460,17.6,25,9,0,426626,856130,0,0
0,0,0,30118,750,520353,1,9149.45,27.5,34.97417954,6,0,323494,697510,0,0
0,1,0,333498,705,1748475,5,29869.71,24.9,3,16,0,185801,339878,0,0
1,0,0,177936,662,1158696,3,21242.57,16.5,8,16,0,328396,1263284,0,0
0,0,0,443608,680,827754,10,2166,12,34.97417954,4,0,82365,124190,0,0
1,0,0,99999999,711,564129,2,9928.64,8.3,34.97417954,9,0,19684,325666,0,0
0,0,0,217558,1130.805251,1375928.88,1,18773.52,15,13,14,0,221635,409288,0,0
0,1,0,87604,724,472910,3,5793.1,10.5,34.97417954,12,0,129998,906752,0,0
0,1,0,41382,718,668344,10,13684.18,19.4,14,12,0,160208,760298,0,0
1,1,0,327360,1130.805251,1375928.88,1,25319.02,11.9,66,15,0,196536,449724,0,0
1,0,0,99999999,614,606233,2,10134.22,9.3,34.97417954,3,0,156978,190938,0,0
0,0,0,108614,701,1838345,10,36613.76,17.5,31,19,0,439831,755612,0,0
0,1,0,626604,724,1352876,8,16121.88,10.5,34.97417954,7,0,2679,444378,0,0
0,0,0,66968,1130.805251,1375928.88,3,9663.4,6.5,34.97417954,21,1,33364,95854,0,0
0,1,0,130372,733,1313641,10,18281.61,17,34.97417954,12,0,286558,338932,0,0
0,0,0,440572,694,989292,2,494.57,13.9,34.97417954,3,0,33136,485760,0,0
0,0,1,80014,718,1151742,8,19099.75,14.5,46,10,0,36423,44484,0,0
0,0,0,22330,670,1234601,1,16872.95,12.5,33,10,0,256424,370700,0,0
0,0,1,153934,670,1519392,9,5001.18,10.8,14,4,0,197923,248556,0,0
0,1,0,55022,1130.805251,1375928.88,4,6883.13,10.8,24,6,0,29336,66088,0,0
1,0,0,323840,672,1277161,7,15112.98,8.5,34.97417954,10,0,292220,716870,0,0
